id,label
1,0.995403770000
2,0.997574900000
3,0.997513060000
4,0.997085750000
5,0.000161409230
6,0.000383308220
7,0.000561457650
8,0.000234989030
9,0.000055704717
10,0.000243177680
11,0.000388791900
12,0.972838900000
13,0.000513712300
14,0.000722380900
15,0.000327141460
16,0.000495353950
17,0.970755800000
18,0.999255060000
19,0.002303457800
20,0.016158890000
21,0.997757700000
22,0.022651121000
23,0.995243000000
24,0.993729300000
25,0.000273508800
26,0.995291350000
27,0.997780560000
28,0.000177609440
29,0.095416844000
30,0.970427450000
31,0.997056800000
32,0.769088500000
33,0.999142000000
34,0.000087829280
35,0.000266459600
36,0.001023428000
37,0.000576881900
38,0.000196459890
39,0.870423200000
40,0.000215538850
41,0.973396800000
42,0.996514260000
43,0.993871200000
44,0.992313300000
45,0.001078370800
46,0.999600350000
47,0.000295193720
48,0.997745700000
49,0.992668450000
50,0.000249263680
51,0.002596918500
52,0.000160764100
53,0.003155293200
54,0.001712457900
55,0.000837428550
56,0.884734600000
57,0.996589060000
58,0.000599048330
59,0.999522570000
60,0.000961619200
61,0.000249627540
62,0.932313560000
63,0.000204431290
64,0.098926835000
65,0.999090850000
66,0.945511900000
67,0.997019050000
68,0.000957454100
69,0.971519900000
70,0.998777750000
71,0.963161050000
72,0.999463260000
73,0.998074700000
74,0.991647000000
75,0.027982510000
76,0.977223400000
77,0.999319000000
78,0.985709970000
79,0.966357350000
80,0.000395997600
81,0.370863680000
82,0.002019776300
83,0.959062400000
84,0.000847919960
85,0.998903930000
86,0.982654000000
87,0.998010930000
88,0.999190500000
89,0.000143816100
90,0.072822200000
91,0.000313037250
92,0.000283445780
93,0.000790017370
94,0.998424200000
95,0.943201700000
96,0.000423749820
97,0.993917170000
98,0.984748840000
99,0.000462160180
100,0.000902054660
101,0.000176441390
102,0.995583530000
103,0.000452703240
104,0.000713871500
105,0.992331150000
106,0.998718200000
107,0.000479738340
108,0.001951398700
109,0.980636400000
110,0.998649660000
111,0.999341600000
112,0.998883400000
113,0.990505200000
114,0.002241749000
115,0.000354264080
116,0.000532349340
117,0.000151100700
118,0.997395040000
119,0.969583900000
120,0.033991290000
121,0.002465230400
122,0.000954659400
123,0.000921981230
124,0.000504013270
125,0.001755108100
126,0.954707300000
127,0.996922800000
128,0.001165924100
129,0.000256279720
130,0.987375560000
131,0.995879650000
132,0.937478660000
133,0.002286014800
134,0.001384767700
135,0.001402903800
136,0.000213865130
137,0.997883300000
138,0.960428360000
139,0.000609426100
140,0.000464791080
141,0.000230945590
142,0.986442500000
143,0.997328160000
